,username,rating,value,boardgame_id,lang,aspect_luck,aspect_luck_label,aspect_luck_score,aspect_luck_mapped,aspect_luck_mapped2,aspect_bookkeeping,aspect_bookkeeping_label,aspect_bookkeeping_score,aspect_bookkeeping_mapped,aspect_bookkeeping_mapped2,aspect_downtime,aspect_downtime_label,aspect_downtime_score,aspect_downtime_mapped,aspect_downtime_mapped2,aspect_interaction,aspect_interaction_label,aspect_interaction_score,aspect_interaction_mapped,aspect_interaction_mapped2,aspect_bash the leader,aspect_bash the leader_label,aspect_bash the leader_score,aspect_bash the leader_mapped,aspect_bash the leader_mapped2,aspect_complicated,aspect_complicated_label,aspect_complicated_score,aspect_complicated_mapped,aspect_complicated_mapped2,aspect_complex,aspect_complex_label,aspect_complex_score,aspect_complex_mapped,aspect_complex_mapped2
1194,dimix,7.5,"I think we all have to admit ,sometime we played Uno till morning.. simple, addictive, So 7.5 is fair enough.",2223,en,"{'label': 'Neutral', 'score': 0.6261476874351501}",Neutral,0.6261476874351501,0,0.0,"{'label': 'Neutral', 'score': 0.96687251329422}",Neutral,0.96687251329422,0,0.0,"{'label': 'Neutral', 'score': 0.9746516942977905}",Neutral,0.9746516942977905,0,0.0,"{'label': 'Neutral', 'score': 0.9256367683410645}",Neutral,0.9256367683410645,0,0.0,"{'label': 'Positive', 'score': 0.4676118493080139}",Positive,0.4676118493080139,1,0.4676118493080139,"{'label': 'Negative', 'score': 0.7112919688224792}",Negative,0.7112919688224792,-1,-0.7112919688224792,"{'label': 'Neutral', 'score': 0.7248393893241882}",Neutral,0.7248393893241882,0,0.0
1196,dingorook,5.5,Enjoy making up my own games with these cards.,2223,en,"{'label': 'Positive', 'score': 0.8099418878555298}",Positive,0.8099418878555298,1,0.8099418878555298,"{'label': 'Neutral', 'score': 0.8302832245826721}",Neutral,0.8302832245826721,0,0.0,"{'label': 'Positive', 'score': 0.782115638256073}",Positive,0.782115638256073,1,0.782115638256073,"{'label': 'Positive', 'score': 0.8376820683479309}",Positive,0.8376820683479309,1,0.8376820683479309,"{'label': 'Positive', 'score': 0.7835667133331299}",Positive,0.7835667133331299,1,0.7835667133331299,"{'label': 'Positive', 'score': 0.46672213077545166}",Positive,0.46672213077545166,1,0.46672213077545166,"{'label': 'Positive', 'score': 0.7643173336982727}",Positive,0.7643173336982727,1,0.7643173336982727
1197,dinhluong,7,"Classic, I like that I can carry it around and get a game going anywhere.",2223,en,"{'label': 'Neutral', 'score': 0.6973377466201782}",Neutral,0.6973377466201782,0,0.0,"{'label': 'Neutral', 'score': 0.9446889162063599}",Neutral,0.9446889162063599,0,0.0,"{'label': 'Positive', 'score': 0.6607887744903564}",Positive,0.6607887744903564,1,0.6607887744903564,"{'label': 'Positive', 'score': 0.5960091948509216}",Positive,0.5960091948509216,1,0.5960091948509216,"{'label': 'Positive', 'score': 0.4570179879665375}",Positive,0.4570179879665375,1,0.4570179879665375,"{'label': 'Negative', 'score': 0.5165319442749023}",Negative,0.5165319442749023,-1,-0.5165319442749023,"{'label': 'Neutral', 'score': 0.6753854155540466}",Neutral,0.6753854155540466,0,0.0
1198,DinoHoney,7,No words required to emphasize what a universal party game this is. The easiest game ever to learn.,2223,en,"{'label': 'Positive', 'score': 0.9606614112854004}",Positive,0.9606614112854004,1,0.9606614112854004,"{'label': 'Positive', 'score': 0.9173639416694641}",Positive,0.9173639416694641,1,0.9173639416694641,"{'label': 'Positive', 'score': 0.9768930673599243}",Positive,0.9768930673599243,1,0.9768930673599243,"{'label': 'Positive', 'score': 0.9876877665519714}",Positive,0.9876877665519714,1,0.9876877665519714,"{'label': 'Positive', 'score': 0.960616409778595}",Positive,0.960616409778595,1,0.960616409778595,"{'label': 'Positive', 'score': 0.8241707682609558}",Positive,0.8241707682609558,1,0.8241707682609558,"{'label': 'Positive', 'score': 0.8436189889907837}",Positive,0.8436189889907837,1,0.8436189889907837
1200,Diogenes1234,9,"Easy to learn, quick-paced.",2223,en,"{'label': 'Positive', 'score': 0.7833977341651917}",Positive,0.7833977341651917,1,0.7833977341651917,"{'label': 'Neutral', 'score': 0.7565454244613647}",Neutral,0.7565454244613647,0,0.0,"{'label': 'Positive', 'score': 0.9247986674308777}",Positive,0.9247986674308777,1,0.9247986674308777,"{'label': 'Positive', 'score': 0.9832163453102112}",Positive,0.9832163453102112,1,0.9832163453102112,"{'label': 'Positive', 'score': 0.9250405430793762}",Positive,0.9250405430793762,1,0.9250405430793762,"{'label': 'Negative', 'score': 0.5956015586853027}",Negative,0.5956015586853027,-1,-0.5956015586853027,"{'label': 'Positive', 'score': 0.36339911818504333}",Positive,0.36339911818504333,1,0.36339911818504333
1204,disposable.superhero,4,Much better when playing Harry Potter killer uno. ,2223,en,"{'label': 'Neutral', 'score': 0.7878046631813049}",Neutral,0.7878046631813049,0,0.0,"{'label': 'Neutral', 'score': 0.90998375415802}",Neutral,0.90998375415802,0,0.0,"{'label': 'Neutral', 'score': 0.7387964129447937}",Neutral,0.7387964129447937,0,0.0,"{'label': 'Neutral', 'score': 0.8424162268638611}",Neutral,0.8424162268638611,0,0.0,"{'label': 'Neutral', 'score': 0.6222598552703857}",Neutral,0.6222598552703857,0,0.0,"{'label': 'Negative', 'score': 0.9454033970832825}",Negative,0.9454033970832825,-1,-0.9454033970832825,"{'label': 'Neutral', 'score': 0.5238341093063354}",Neutral,0.5238341093063354,0,0.0
1205,DistinctlyBenign,5,Ok card game to play with non-gamers.,2223,en,"{'label': 'Neutral', 'score': 0.8549431562423706}",Neutral,0.8549431562423706,0,0.0,"{'label': 'Neutral', 'score': 0.9846612811088562}",Neutral,0.9846612811088562,0,0.0,"{'label': 'Neutral', 'score': 0.9503031373023987}",Neutral,0.9503031373023987,0,0.0,"{'label': 'Neutral', 'score': 0.8350166082382202}",Neutral,0.8350166082382202,0,0.0,"{'label': 'Neutral', 'score': 0.8559976816177368}",Neutral,0.8559976816177368,0,0.0,"{'label': 'Negative', 'score': 0.8813064694404602}",Negative,0.8813064694404602,-1,-0.8813064694404602,"{'label': 'Neutral', 'score': 0.6581622362136841}",Neutral,0.6581622362136841,0,0.0
1210,djfooboo,N/A,Mickey Mouse & Friends,2223,en,"{'label': 'Neutral', 'score': 0.9179180264472961}",Neutral,0.9179180264472961,0,0.0,"{'label': 'Neutral', 'score': 0.9796017408370972}",Neutral,0.9796017408370972,0,0.0,"{'label': 'Neutral', 'score': 0.9750292897224426}",Neutral,0.9750292897224426,0,0.0,"{'label': 'Neutral', 'score': 0.9732061624526978}",Neutral,0.9732061624526978,0,0.0,"{'label': 'Negative', 'score': 0.8772069215774536}",Negative,0.8772069215774536,-1,-0.8772069215774536,"{'label': 'Negative', 'score': 0.6729910373687744}",Negative,0.6729910373687744,-1,-0.6729910373687744,"{'label': 'Neutral', 'score': 0.9849815368652344}",Neutral,0.9849815368652344,0,0.0
1211,djgutierrez77,3,Why bother playing a card game with no strategy AND no opportunity to take someone else's money? ,2223,en,"{'label': 'Negative', 'score': 0.8480657339096069}",Negative,0.8480657339096069,-1,-0.8480657339096069,"{'label': 'Neutral', 'score': 0.9406185150146484}",Neutral,0.9406185150146484,0,0.0,"{'label': 'Neutral', 'score': 0.5713455677032471}",Neutral,0.5713455677032471,0,0.0,"{'label': 'Neutral', 'score': 0.5919179320335388}",Neutral,0.5919179320335388,0,0.0,"{'label': 'Negative', 'score': 0.7840185165405273}",Negative,0.7840185165405273,-1,-0.7840185165405273,"{'label': 'Negative', 'score': 0.8697391748428345}",Negative,0.8697391748428345,-1,-0.8697391748428345,"{'label': 'Negative', 'score': 0.6657737493515015}",Negative,0.6657737493515015,-1,-0.6657737493515015
1212,djlg,4,"An OK game when it came out, but very mechanical and boring. Not much to think about or excitement.",2223,en,"{'label': 'Negative', 'score': 0.6649772524833679}",Negative,0.6649772524833679,-1,-0.6649772524833679,"{'label': 'Neutral', 'score': 0.6434240341186523}",Neutral,0.6434240341186523,0,0.0,"{'label': 'Negative', 'score': 0.6449467539787292}",Negative,0.6449467539787292,-1,-0.6449467539787292,"{'label': 'Negative', 'score': 0.8456339240074158}",Negative,0.8456339240074158,-1,-0.8456339240074158,"{'label': 'Negative', 'score': 0.7538314461708069}",Negative,0.7538314461708069,-1,-0.7538314461708069,"{'label': 'Negative', 'score': 0.9594959020614624}",Negative,0.9594959020614624,-1,-0.9594959020614624,"{'label': 'Negative', 'score': 0.9222146272659302}",Negative,0.9222146272659302,-1,-0.9222146272659302
1213,djnesq,4,"More a time-killer than a game. Play only with family unless you are fortunate enough to belong to a family of gamers, in which case this game should not see the light of day.",2223,en,"{'label': 'Negative', 'score': 0.7050958275794983}",Negative,0.7050958275794983,-1,-0.7050958275794983,"{'label': 'Negative', 'score': 0.6541488766670227}",Negative,0.6541488766670227,-1,-0.6541488766670227,"{'label': 'Negative', 'score': 0.870220959186554}",Negative,0.870220959186554,-1,-0.870220959186554,"{'label': 'Negative', 'score': 0.7422150373458862}",Negative,0.7422150373458862,-1,-0.7422150373458862,"{'label': 'Negative', 'score': 0.6643010377883911}",Negative,0.6643010377883911,-1,-0.6643010377883911,"{'label': 'Negative', 'score': 0.8885335326194763}",Negative,0.8885335326194763,-1,-0.8885335326194763,"{'label': 'Negative', 'score': 0.8939814567565918}",Negative,0.8939814567565918,-1,-0.8939814567565918
1215,DKahnt,5,Who doesn't have an Uno pack?,2223,en,"{'label': 'Positive', 'score': 0.6634621620178223}",Positive,0.6634621620178223,1,0.6634621620178223,"{'label': 'Neutral', 'score': 0.850922703742981}",Neutral,0.850922703742981,0,0.0,"{'label': 'Neutral', 'score': 0.6185871958732605}",Neutral,0.6185871958732605,0,0.0,"{'label': 'Neutral', 'score': 0.8192440867424011}",Neutral,0.8192440867424011,0,0.0,"{'label': 'Positive', 'score': 0.4239692986011505}",Positive,0.4239692986011505,1,0.4239692986011505,"{'label': 'Negative', 'score': 0.9073526859283447}",Negative,0.9073526859283447,-1,-0.9073526859283447,"{'label': 'Neutral', 'score': 0.5340946912765503}",Neutral,0.5340946912765503,0,0.0
1216,dkearns,6,There is a right time and right place for uno: very casual gaming.  Draw one card when you can't play.  I imagine in Hell there is a table of uno players with a thousand cards in their hands.  UPDATE.  Starting to play with my toddler.,2223,en,"{'label': 'Positive', 'score': 0.5659782290458679}",Positive,0.5659782290458679,1,0.5659782290458679,"{'label': 'Positive', 'score': 0.5623404383659363}",Positive,0.5623404383659363,1,0.5623404383659363,"{'label': 'Positive', 'score': 0.7373709082603455}",Positive,0.7373709082603455,1,0.7373709082603455,"{'label': 'Positive', 'score': 0.6005914807319641}",Positive,0.6005914807319641,1,0.6005914807319641,"{'label': 'Positive', 'score': 0.5652642846107483}",Positive,0.5652642846107483,1,0.5652642846107483,"{'label': 'Positive', 'score': 0.46123000979423523}",Positive,0.46123000979423523,1,0.46123000979423523,"{'label': 'Positive', 'score': 0.5439842343330383}",Positive,0.5439842343330383,1,0.5439842343330383
1217,dklx3,4.5,Much preferred Chairman of Mao which was an odd variant to this,2223,en,"{'label': 'Positive', 'score': 0.5306670069694519}",Positive,0.5306670069694519,1,0.5306670069694519,"{'label': 'Positive', 'score': 0.40690934658050537}",Positive,0.40690934658050537,1,0.40690934658050537,"{'label': 'Neutral', 'score': 0.45621952414512634}",Neutral,0.45621952414512634,0,0.0,"{'label': 'Positive', 'score': 0.4755418598651886}",Positive,0.4755418598651886,1,0.4755418598651886,"{'label': 'Positive', 'score': 0.7100476622581482}",Positive,0.7100476622581482,1,0.7100476622581482,"{'label': 'Neutral', 'score': 0.42309218645095825}",Neutral,0.42309218645095825,0,0.0,"{'label': 'Positive', 'score': 0.4413570165634155}",Positive,0.4413570165634155,1,0.4413570165634155
1218,dlhammond,3,and no I don't want to play it.,2223,en,"{'label': 'Negative', 'score': 0.9301819801330566}",Negative,0.9301819801330566,-1,-0.9301819801330566,"{'label': 'Neutral', 'score': 0.6821596622467041}",Neutral,0.6821596622467041,0,0.0,"{'label': 'Negative', 'score': 0.5159940123558044}",Negative,0.5159940123558044,-1,-0.5159940123558044,"{'label': 'Negative', 'score': 0.9352364540100098}",Negative,0.9352364540100098,-1,-0.9352364540100098,"{'label': 'Negative', 'score': 0.842596709728241}",Negative,0.842596709728241,-1,-0.842596709728241,"{'label': 'Negative', 'score': 0.8438982963562012}",Negative,0.8438982963562012,-1,-0.8438982963562012,"{'label': 'Negative', 'score': 0.8487727642059326}",Negative,0.8487727642059326,-1,-0.8487727642059326
1220,DLongo,5,Uno is a fun kid's game but I like many other card games better.  Good game to teach kids though.,2223,en,"{'label': 'Positive', 'score': 0.7493804097175598}",Positive,0.7493804097175598,1,0.7493804097175598,"{'label': 'Positive', 'score': 0.5664988160133362}",Positive,0.5664988160133362,1,0.5664988160133362,"{'label': 'Positive', 'score': 0.8354701399803162}",Positive,0.8354701399803162,1,0.8354701399803162,"{'label': 'Positive', 'score': 0.8121647834777832}",Positive,0.8121647834777832,1,0.8121647834777832,"{'label': 'Positive', 'score': 0.7565667629241943}",Positive,0.7565667629241943,1,0.7565667629241943,"{'label': 'Negative', 'score': 0.7294865846633911}",Negative,0.7294865846633911,-1,-0.7294865846633911,"{'label': 'Positive', 'score': 0.5393419861793518}",Positive,0.5393419861793518,1,0.5393419861793518
1221,dlow,5,Kids are into this as a filler (ages 5yo and 7yo).,2223,en,"{'label': 'Neutral', 'score': 0.9169061779975891}",Neutral,0.9169061779975891,0,0.0,"{'label': 'Neutral', 'score': 0.9933384656906128}",Neutral,0.9933384656906128,0,0.0,"{'label': 'Neutral', 'score': 0.9682970643043518}",Neutral,0.9682970643043518,0,0.0,"{'label': 'Neutral', 'score': 0.8504840135574341}",Neutral,0.8504840135574341,0,0.0,"{'label': 'Neutral', 'score': 0.6180535554885864}",Neutral,0.6180535554885864,0,0.0,"{'label': 'Negative', 'score': 0.9119346737861633}",Negative,0.9119346737861633,-1,-0.9119346737861633,"{'label': 'Neutral', 'score': 0.9371938109397888}",Neutral,0.9371938109397888,0,0.0
1223,Dmart,3,"Fun, fast, and playable for the entire family. A decent filler game (but better ones are out there).",2223,en,"{'label': 'Neutral', 'score': 0.7046570777893066}",Neutral,0.7046570777893066,0,0.0,"{'label': 'Neutral', 'score': 0.6930859088897705}",Neutral,0.6930859088897705,0,0.0,"{'label': 'Positive', 'score': 0.6719476580619812}",Positive,0.6719476580619812,1,0.6719476580619812,"{'label': 'Neutral', 'score': 0.5295405983924866}",Neutral,0.5295405983924866,0,0.0,"{'label': 'Positive', 'score': 0.7441908717155457}",Positive,0.7441908717155457,1,0.7441908717155457,"{'label': 'Negative', 'score': 0.737178385257721}",Negative,0.737178385257721,-1,-0.737178385257721,"{'label': 'Neutral', 'score': 0.5454930663108826}",Neutral,0.5454930663108826,0,0.0
1225,dmk11,6,"Love playing this game _with my own variant_ that makes it a faster pace game.  Otherwise, I think it's somewhat boring.",2223,en,"{'label': 'Neutral', 'score': 0.6019760370254517}",Neutral,0.6019760370254517,0,0.0,"{'label': 'Neutral', 'score': 0.752919614315033}",Neutral,0.752919614315033,0,0.0,"{'label': 'Negative', 'score': 0.6995264887809753}",Negative,0.6995264887809753,-1,-0.6995264887809753,"{'label': 'Negative', 'score': 0.6261847615242004}",Negative,0.6261847615242004,-1,-0.6261847615242004,"{'label': 'Negative', 'score': 0.5748670101165771}",Negative,0.5748670101165771,-1,-0.5748670101165771,"{'label': 'Negative', 'score': 0.8898851275444031}",Negative,0.8898851275444031,-1,-0.8898851275444031,"{'label': 'Negative', 'score': 0.5732417106628418}",Negative,0.5732417106628418,-1,-0.5732417106628418
1228,DocGerbil,3.5,One of those games you play on Santa Monica Beach so you can have sex wit the anorexic chick who your friend brought along and is most likely addicted to cocaine but hey at least she knows how to play Uno.,2223,en,"{'label': 'Negative', 'score': 0.7071486115455627}",Negative,0.7071486115455627,-1,-0.7071486115455627,"{'label': 'Negative', 'score': 0.5365134477615356}",Negative,0.5365134477615356,-1,-0.5365134477615356,"{'label': 'Negative', 'score': 0.5596882700920105}",Negative,0.5596882700920105,-1,-0.5596882700920105,"{'label': 'Negative', 'score': 0.9679642915725708}",Negative,0.9679642915725708,-1,-0.9679642915725708,"{'label': 'Negative', 'score': 0.8622651696205139}",Negative,0.8622651696205139,-1,-0.8622651696205139,"{'label': 'Negative', 'score': 0.8855589628219604}",Negative,0.8855589628219604,-1,-0.8855589628219604,"{'label': 'Negative', 'score': 0.922786295413971}",Negative,0.922786295413971,-1,-0.922786295413971
1231,doctor beans,6,It's UNO. Really what else can you add to this.,2223,en,"{'label': 'Neutral', 'score': 0.7782356142997742}",Neutral,0.7782356142997742,0,0.0,"{'label': 'Neutral', 'score': 0.9169889092445374}",Neutral,0.9169889092445374,0,0.0,"{'label': 'Negative', 'score': 0.4809960722923279}",Negative,0.4809960722923279,-1,-0.4809960722923279,"{'label': 'Neutral', 'score': 0.6384304761886597}",Neutral,0.6384304761886597,0,0.0,"{'label': 'Negative', 'score': 0.5055973529815674}",Negative,0.5055973529815674,-1,-0.5055973529815674,"{'label': 'Negative', 'score': 0.9434887766838074}",Negative,0.9434887766838074,-1,-0.9434887766838074,"{'label': 'Negative', 'score': 0.8090460896492004}",Negative,0.8090460896492004,-1,-0.8090460896492004
1233,DoctorJ,3,Basic Crazy Eights variant. Fun with kids. No real strategy.,2223,en,"{'label': 'Negative', 'score': 0.43721115589141846}",Negative,0.43721115589141846,-1,-0.43721115589141846,"{'label': 'Positive', 'score': 0.5159107446670532}",Positive,0.5159107446670532,1,0.5159107446670532,"{'label': 'Positive', 'score': 0.6596899628639221}",Positive,0.6596899628639221,1,0.6596899628639221,"{'label': 'Positive', 'score': 0.8189811706542969}",Positive,0.8189811706542969,1,0.8189811706542969,"{'label': 'Positive', 'score': 0.5776228308677673}",Positive,0.5776228308677673,1,0.5776228308677673,"{'label': 'Negative', 'score': 0.8078510165214539}",Negative,0.8078510165214539,-1,-0.8078510165214539,"{'label': 'Negative', 'score': 0.618696391582489}",Negative,0.618696391582489,-1,-0.618696391582489
1234,doctor_beans,4,"I hate this game, but my son loves it. So we play it from time to time.",2223,en,"{'label': 'Negative', 'score': 0.6462470293045044}",Negative,0.6462470293045044,-1,-0.6462470293045044,"{'label': 'Neutral', 'score': 0.7641184329986572}",Neutral,0.7641184329986572,0,0.0,"{'label': 'Positive', 'score': 0.4978441894054413}",Positive,0.4978441894054413,1,0.4978441894054413,"{'label': 'Neutral', 'score': 0.5468875169754028}",Neutral,0.5468875169754028,0,0.0,"{'label': 'Negative', 'score': 0.427666574716568}",Negative,0.427666574716568,-1,-0.427666574716568,"{'label': 'Negative', 'score': 0.7524042725563049}",Negative,0.7524042725563049,-1,-0.7524042725563049,"{'label': 'Negative', 'score': 0.46077829599380493}",Negative,0.46077829599380493,-1,-0.46077829599380493
1236,dodenstass,5,How do you grade a childhood classic?,2223,en,"{'label': 'Neutral', 'score': 0.9255983233451843}",Neutral,0.9255983233451843,0,0.0,"{'label': 'Neutral', 'score': 0.9890618920326233}",Neutral,0.9890618920326233,0,0.0,"{'label': 'Neutral', 'score': 0.9528744220733643}",Neutral,0.9528744220733643,0,0.0,"{'label': 'Neutral', 'score': 0.9752614498138428}",Neutral,0.9752614498138428,0,0.0,"{'label': 'Negative', 'score': 0.7188426852226257}",Negative,0.7188426852226257,-1,-0.7188426852226257,"{'label': 'Negative', 'score': 0.7393893003463745}",Negative,0.7393893003463745,-1,-0.7393893003463745,"{'label': 'Neutral', 'score': 0.6334074139595032}",Neutral,0.6334074139595032,0,0.0
1237,Dodolurker1981,8,This is an excellent game to play to improve cognitive functions in younger children and/or children with special needs (I have a son who is autistic). He took to UNO and his higher-functioning skills have sharpened because of it.,2223,en,"{'label': 'Positive', 'score': 0.9117749929428101}",Positive,0.9117749929428101,1,0.9117749929428101,"{'label': 'Neutral', 'score': 0.6373090147972107}",Neutral,0.6373090147972107,0,0.0,"{'label': 'Positive', 'score': 0.860770583152771}",Positive,0.860770583152771,1,0.860770583152771,"{'label': 'Positive', 'score': 0.8865634799003601}",Positive,0.8865634799003601,1,0.8865634799003601,"{'label': 'Positive', 'score': 0.536719799041748}",Positive,0.536719799041748,1,0.536719799041748,"{'label': 'Positive', 'score': 0.5609151124954224}",Positive,0.5609151124954224,1,0.5609151124954224,"{'label': 'Positive', 'score': 0.6083291172981262}",Positive,0.6083291172981262,1,0.6083291172981262
1239,dogberry,6,It's Uno.  I refuse to have to comment on it.,2223,en,"{'label': 'Neutral', 'score': 0.5120895504951477}",Neutral,0.5120895504951477,0,0.0,"{'label': 'Neutral', 'score': 0.9296036958694458}",Neutral,0.9296036958694458,0,0.0,"{'label': 'Neutral', 'score': 0.5804895758628845}",Neutral,0.5804895758628845,0,0.0,"{'label': 'Neutral', 'score': 0.5238102674484253}",Neutral,0.5238102674484253,0,0.0,"{'label': 'Negative', 'score': 0.7349134683609009}",Negative,0.7349134683609009,-1,-0.7349134683609009,"{'label': 'Negative', 'score': 0.9205272197723389}",Negative,0.9205272197723389,-1,-0.9205272197723389,"{'label': 'Negative', 'score': 0.8507781028747559}",Negative,0.8507781028747559,-1,-0.8507781028747559
1240,dogzard,6,"What can I say?  UNO is UNO. A classic that can be fun if and when it's played with the right group.  However, ""classic"" can also mean old, stale, outdated...  The best way to explain UNO is this.  When you're a kid, you get a Schwinn Stingray bike.  You ride it everywhere, do some skids and wheelies, jump off a curb or two.  Then, you grow up and graduate to a Mountain Bike, or even a motorcycle. So why would you go back to the Stingray?",2223,en,"{'label': 'Negative', 'score': 0.42675119638442993}",Negative,0.42675119638442993,-1,-0.42675119638442993,"{'label': 'Negative', 'score': 0.3651879131793976}",Negative,0.3651879131793976,-1,-0.3651879131793976,"{'label': 'Negative', 'score': 0.4324415326118469}",Negative,0.4324415326118469,-1,-0.4324415326118469,"{'label': 'Negative', 'score': 0.4115908145904541}",Negative,0.4115908145904541,-1,-0.4115908145904541,"{'label': 'Negative', 'score': 0.6142646670341492}",Negative,0.6142646670341492,-1,-0.6142646670341492,"{'label': 'Negative', 'score': 0.621245265007019}",Negative,0.621245265007019,-1,-0.621245265007019,"{'label': 'Negative', 'score': 0.5425041913986206}",Negative,0.5425041913986206,-1,-0.5425041913986206
1241,doidospordados,N/A,Bucaneiros USA 56x87mm (x2)  Photo Done!,2223,en,"{'label': 'Neutral', 'score': 0.8196964859962463}",Neutral,0.8196964859962463,0,0.0,"{'label': 'Neutral', 'score': 0.872063398361206}",Neutral,0.872063398361206,0,0.0,"{'label': 'Positive', 'score': 0.5395243763923645}",Positive,0.5395243763923645,1,0.5395243763923645,"{'label': 'Neutral', 'score': 0.6432750821113586}",Neutral,0.6432750821113586,0,0.0,"{'label': 'Neutral', 'score': 0.5904114246368408}",Neutral,0.5904114246368408,0,0.0,"{'label': 'Negative', 'score': 0.7571769952774048}",Negative,0.7571769952774048,-1,-0.7571769952774048,"{'label': 'Neutral', 'score': 0.547751784324646}",Neutral,0.547751784324646,0,0.0
1243,Dojason,5,"I have had fun playing this, but I have also wanted to give up on life all together on some games, I'll never choose to play this, but I will play if coaxed by the right crowd.",2223,en,"{'label': 'Positive', 'score': 0.7474806904792786}",Positive,0.7474806904792786,1,0.7474806904792786,"{'label': 'Neutral', 'score': 0.6082612872123718}",Neutral,0.6082612872123718,0,0.0,"{'label': 'Positive', 'score': 0.7210686206817627}",Positive,0.7210686206817627,1,0.7210686206817627,"{'label': 'Positive', 'score': 0.5439144968986511}",Positive,0.5439144968986511,1,0.5439144968986511,"{'label': 'Positive', 'score': 0.6196469664573669}",Positive,0.6196469664573669,1,0.6196469664573669,"{'label': 'Positive', 'score': 0.5265322327613831}",Positive,0.5265322327613831,1,0.5265322327613831,"{'label': 'Positive', 'score': 0.4963056147098541}",Positive,0.4963056147098541,1,0.4963056147098541
1245,Dolphinandrew,4,"Fun, but just too random.",2223,en,"{'label': 'Negative', 'score': 0.6883082985877991}",Negative,0.6883082985877991,-1,-0.6883082985877991,"{'label': 'Negative', 'score': 0.45010727643966675}",Negative,0.45010727643966675,-1,-0.45010727643966675,"{'label': 'Negative', 'score': 0.74886155128479}",Negative,0.74886155128479,-1,-0.74886155128479,"{'label': 'Negative', 'score': 0.7268152236938477}",Negative,0.7268152236938477,-1,-0.7268152236938477,"{'label': 'Negative', 'score': 0.6896854639053345}",Negative,0.6896854639053345,-1,-0.6896854639053345,"{'label': 'Negative', 'score': 0.8895758986473083}",Negative,0.8895758986473083,-1,-0.8895758986473083,"{'label': 'Negative', 'score': 0.7309094071388245}",Negative,0.7309094071388245,-1,-0.7309094071388245
1247,Dolus,4,"A game from childhood that I've grown tired of. There's few decisions to make to change the outcome of the game, and people play in so many different ways/variants and some are just bad. Something to play with the family or pass the time, but there's many many other games I'd rather play.",2223,en,"{'label': 'Negative', 'score': 0.8585750460624695}",Negative,0.8585750460624695,-1,-0.8585750460624695,"{'label': 'Negative', 'score': 0.6102027893066406}",Negative,0.6102027893066406,-1,-0.6102027893066406,"{'label': 'Neutral', 'score': 0.6459497213363647}",Neutral,0.6459497213363647,0,0.0,"{'label': 'Negative', 'score': 0.9183454513549805}",Negative,0.9183454513549805,-1,-0.9183454513549805,"{'label': 'Negative', 'score': 0.8817281126976013}",Negative,0.8817281126976013,-1,-0.8817281126976013,"{'label': 'Negative', 'score': 0.9488797187805176}",Negative,0.9488797187805176,-1,-0.9488797187805176,"{'label': 'Negative', 'score': 0.9109780192375183}",Negative,0.9109780192375183,-1,-0.9109780192375183
1248,dolzandavid,4.5,"Pretty boring but strangely popular in these parts. There's nothing to do and you can switch the brain completely off, so it's not really my type of game.  For a similar, but a much much better party game, try Jungle Speed.",2223,en,"{'label': 'Negative', 'score': 0.5309253931045532}",Negative,0.5309253931045532,-1,-0.5309253931045532,"{'label': 'Neutral', 'score': 0.600947380065918}",Neutral,0.600947380065918,0,0.0,"{'label': 'Negative', 'score': 0.48275941610336304}",Negative,0.48275941610336304,-1,-0.48275941610336304,"{'label': 'Negative', 'score': 0.5814078450202942}",Negative,0.5814078450202942,-1,-0.5814078450202942,"{'label': 'Neutral', 'score': 0.4615775942802429}",Neutral,0.4615775942802429,0,0.0,"{'label': 'Negative', 'score': 0.9408783316612244}",Negative,0.9408783316612244,-1,-0.9408783316612244,"{'label': 'Negative', 'score': 0.7484309673309326}",Negative,0.7484309673309326,-1,-0.7484309673309326
1249,DomeKappa,3,it is a game that is very unpleasant to me,2223,en,"{'label': 'Negative', 'score': 0.9743250012397766}",Negative,0.9743250012397766,-1,-0.9743250012397766,"{'label': 'Negative', 'score': 0.9729800820350647}",Negative,0.9729800820350647,-1,-0.9729800820350647,"{'label': 'Negative', 'score': 0.9563658237457275}",Negative,0.9563658237457275,-1,-0.9563658237457275,"{'label': 'Negative', 'score': 0.9526876211166382}",Negative,0.9526876211166382,-1,-0.9526876211166382,"{'label': 'Negative', 'score': 0.9568361043930054}",Negative,0.9568361043930054,-1,-0.9568361043930054,"{'label': 'Negative', 'score': 0.9760687351226807}",Negative,0.9760687351226807,-1,-0.9760687351226807,"{'label': 'Negative', 'score': 0.9776395559310913}",Negative,0.9776395559310913,-1,-0.9776395559310913
